y_true,ensemble_pred,residual,bpnn_pred,rf_pred,xgb_pred
62.91,60.96911427865237,1.9408857213476267,57.47943,61.29737055555561,61.960785
53.19,50.0583376690263,3.131662330973697,49.60907,49.84205351851857,50.437267
54.3,58.078673034835745,-3.778673034835748,56.119366,58.20811464285718,58.688766
51.65,50.709121484565074,0.9408785154349246,51.36264,49.56532162698411,51.57525
41.59,40.37468661219452,1.2153133878054803,44.53209,39.586746494708976,39.578964
43.21,43.575615913119876,-0.36561591311987485,45.955338,42.788715251322735,43.44656
64.77,65.87075531134802,-1.1007553113480242,60.109074,66.04821698412702,67.862305
57.35,57.005881897649054,0.3441181023509472,54.481163,57.575533624338654,57.400528
50.65,48.21168505342638,2.4383149465736196,47.366165,47.937495389610376,48.79572
50.66,51.486114978635136,-0.8261149786351396,50.33814,52.17181887566137,51.250893
48.56,49.96349097245721,-1.403490972457206,54.564358,48.86831179894179,49.299797
63.89,59.60370114723109,4.286298852768908,57.085655,59.370712460317456,60.775875
77.41,75.36844939379533,2.041550606204666,67.19693,76.38328015873014,77.45132
63.36,58.31646883546027,5.043531164539729,57.28863,58.189517923280434,58.825886
43.07,41.60550959700596,1.4644904029940378,45.3386,41.42764531746032,40.376263
76.31,72.83590703520217,3.4740929647978334,66.29358,73.85939689153439,74.29846
46.35,45.60729806129203,0.7427019387079739,48.41269,44.579498253968254,45.55248
45.37,44.83450505811698,0.5354949418830159,52.64885,43.13192269841271,43.554165
42.1,36.33788372296474,5.762116277035261,41.44247,35.86331718253969,34.881866
53.24,55.48413963675432,-2.244139636754319,57.16888,55.60516321428571,54.73376
44.7,45.3702476388201,-0.6702476388201006,47.713036,44.918322420634915,44.929523
65.54,66.92310660397692,-1.3831066039769127,65.96737,67.37450915343913,66.84338
66.76,70.00025406761857,-3.240254067618565,65.03175,70.71143626984124,71.17521
48.88,49.26889549083066,-0.3888954908306559,54.913967,48.75809756613756,47.64509
48.55,44.91111129281458,3.6388887071854157,48.04043,44.90764690476188,43.73915
53.59,51.41670224184489,2.1732977581551154,53.23004,50.81628018518518,51.319145
48.72,48.61836164558952,0.10163835441047553,49.247963,48.35111318783065,48.641613
43.32,46.44265979157785,-3.1226597915778527,48.72574,46.50742174603177,45.52223
33.6,35.42509819117983,-1.8250981911798263,40.220436,33.77289993386242,35.22969
49.74,45.45634580119987,4.283654198800129,49.840446,44.36205954906206,44.8732
34.25,36.415518582201685,-2.1655185822016847,44.505722,35.08615911375662,34.668858
59.12,60.45854682952078,-1.33854682952078,56.925312,61.73847769841268,60.541706
61.75,65.63251604404947,-3.882516044049467,63.828506,65.68501685185183,66.259056
49.82,52.207741250251225,-2.3877412502512243,54.04043,51.336379417989406,52.366226
60.27,58.82201949123967,1.447980508760331,58.144447,57.66341746151997,60.202473
45.88,48.65665331560385,-2.776653315603845,53.330147,47.62851537037039,47.900528
40.74,41.002598379627045,-0.26259837962704324,49.0518,39.484762566137576,39.454506
71.53,74.05872012537282,-2.528720125372814,71.0018,74.49000242063488,74.78773
40.78,42.45634562933971,-1.676345629339707,45.648006,42.29743831890335,41.412033
30.98,36.185180048161975,-5.205180048161974,42.86523,35.136774206349216,34.695114
71.47,72.02729694651998,-0.5572969465199833,67.25098,73.71230729649986,72.18368
58.66,59.50333856113072,-0.8433385611307216,58.05098,59.55226809523809,60.001274
32.08,35.20662228399597,-3.126622283995971,43.252922,33.98907280904282,33.36779
29.1,32.17300119745025,-3.073001197450246,42.682945,29.76044572751324,30.5702
46.09,50.808595359955376,-4.718595359955373,52.806793,50.02882328162577,50.815903
47.93,51.15705463819492,-3.2270546381949217,53.66906,51.496505102212595,49.88369
65.62,67.7580427964988,-2.1380427964987945,62.74934,67.91091191798944,69.490685
48.04,49.87530916893127,-1.8353091689312677,50.732475,49.55784062169317,49.861897
43.21,47.637173691721536,-4.427173691721535,50.357094,46.65468059523809,47.570427
86.04,81.61209367499117,4.427906325008834,68.504715,83.35500232804236,84.84124
48.98,50.36531516629951,-1.3853151662995131,51.75402,49.8887645238095,50.30686
36.49,41.365846981208506,-4.875846981208504,48.047096,40.83676583333335,39.370636
71.98,68.04573889717597,3.9342611028240384,63.032394,68.3554306349206,69.627716
82.57,80.70874259722888,1.8612574027711162,70.93527,82.55030332010578,82.58984
83.89,83.59682283667445,0.2931771633255522,74.28479,84.63467746031745,86.08568
21.6,23.20159728461879,-1.6015972846187871,33.374115,22.24182523809523,20.313671
58.04,58.15076623752033,-0.11076623752033044,57.63014,58.87826481481479,57.6393
37.05,37.843426314927285,-0.793426314927288,41.381542,36.98946103174605,37.344467
58.76,58.740183814729576,0.019816185270421727,55.8795,59.26825339947087,59.301426
67.83,66.20788938064696,1.6221106193530375,57.770485,67.6018047222222,68.02222
78.62,76.34379443074543,2.2762055692545715,66.60929,78.49818287037034,77.90625
33.85,36.84587443629732,-2.9958744362973206,43.172684,35.39882566137567,35.875896
45.72,46.48511750454241,-0.7651175045424097,52.800392,45.67724626984127,44.898296
35.99,40.536511050908445,-4.5465110509084425,45.28904,39.791306693121705,39.475735
48.29,44.32023001798531,3.9697699820146894,48.261597,43.49799665584417,43.638977
33.21,35.3056024134136,-2.0956024134136015,46.40748,32.722894365079355,33.64584
50.13,51.0355857392538,-0.9055857392537945,48.56677,51.89269718253968,51.129875
52.23,47.5093357035788,4.720664296421198,49.78454,46.684771216931196,47.456135
23.14,30.719517998784006,-7.579517998784006,39.00132,29.307864841269843,28.980871
63.35,63.3275607820474,0.022439217952602064,53.163902,64.61732600529098,65.891464
26.84,29.307781480971208,-2.467781480971208,39.907528,27.62257828042327,26.96439
23.1,25.63241189360712,-2.5324118936071187,33.54335,24.33464707671958,23.922377
53.4,56.82358347609586,-3.423583476095864,55.445408,56.84590884920639,57.31951
34.26,39.33687706714477,-5.076877067144771,47.673344,38.84525277777777,36.683586
34.18,34.98959757898915,-0.8095975789891483,47.003757,32.313869243626726,33.077595
46.03,48.12079199245558,-2.0907919924555785,51.385464,47.52871744708993,47.47002
31.98,31.33046676760516,0.6495332323948411,39.702972,29.23716904761906,30.220196
53.6,61.31862212444752,-7.718622124447521,59.637573,62.78741880952376,60.522583
30.92,31.05522968795171,-0.13522968795170698,42.01133,29.17990943722944,28.762756
54.03,51.530639128431396,2.499360871568605,48.301933,52.10887972222223,52.181347
77.86,75.6186164290576,2.2413835709424035,65.774025,76.38158277777772,78.574646
77.76,74.70454529192557,3.0554547080744356,62.55407,76.1148440873016,77.89754
36.32,40.10824707756218,-3.7882470775621826,46.247215,39.88663652116399,38.0179
50.84,49.62830809709496,1.211691902905045,52.513397,49.61670030423279,48.55599
43.22,45.078216695801274,-1.858216695801275,46.438305,45.023092670755155,44.620956
71.0,69.32917249402658,1.6708275059734206,60.77526,70.7397723015873,71.17104
59.66,60.673607268292045,-1.0136072682920485,55.630955,61.847519563492035,61.42672
53.2,48.82960558150741,4.3703944184925945,52.060852,48.63295693843194,47.807102
51.29,46.00482597145664,5.285174028543359,46.410107,46.27661059523807,45.58848
67.06,66.96765985927419,0.09234014072580976,58.08486,68.69256186507934,68.62761
57.72,59.2037700865489,-1.4837700865489012,57.929558,59.32095067460318,59.56847
59.17,56.32873685269112,2.8412631473088794,58.198586,55.51974341269841,56.41265
54.44,50.4775341179442,3.9624658820557954,49.73367,51.07927970899467,50.172127
74.88,72.78083012698231,2.0991698730176864,64.029274,74.30040832010583,74.59103
79.86,74.20505219054758,5.654947809452423,65.808426,75.70826674603174,75.89784
59.38,55.835429336592256,3.5445706634077467,58.782303,55.20551366402114,55.340794
63.05,61.52650118792759,1.523498812072404,57.61106,62.623485873015866,61.931004
33.93,35.17627333191708,-1.246273331917081,42.03074,32.87209055916304,34.841103
35.19,40.711416132538716,-5.521416132538718,44.7784,40.25282579365079,39.62958
78.88,78.10418998531158,0.7758100146884175,70.6341,79.87595322751325,79.188
35.41,36.63907958044277,-1.2290795804427717,38.765976,35.62086218253969,36.82978
50.32,52.01896525521012,-1.698965255210119,48.6235,52.47213071428568,52.85386
41.53,44.06300339560221,-2.5330033956022078,46.129753,43.52677351851852,43.807884
52.64,55.155000441228495,-2.5150004412284943,52.771133,55.6007208862434,55.617184
77.42,76.25601541468022,1.1639845853197812,66.56552,77.86760611111123,78.329445
61.04,59.89341066328718,1.1465893367128217,58.25719,60.5835153968254,59.837288
53.52,56.10598354259548,-2.5859835425954785,55.022938,56.58750672077926,56.044804
74.1,72.89250493998753,1.2074950600124623,64.99838,75.43595691798937,73.38563
60.46,62.54801280505637,-2.0880128050563727,63.880043,61.588287526455,62.98041
57.64,57.63356912105358,0.006430878946417806,59.62958,56.624980075757584,57.864075
43.45,41.02701110126826,2.422988898731745,42.123604,40.823017784992764,40.813393
49.59,50.157417999930246,-0.5674179999302424,48.64216,50.1601378968254,50.72389
72.91,71.69530227007115,1.2146977299288437,64.58687,72.92116615079365,73.173805
75.32,73.29233944930625,2.0276605506937386,66.814384,75.17680829365071,73.89399
63.49,62.298762849981046,1.1912371500189565,60.21248,62.0001883994709,63.37251
27.37,31.527523202872445,-4.157523202872444,40.920685,30.36648448532947,29.127909
62.46,59.68481332083068,2.775186679169323,55.29271,60.81156756613761,60.239414
50.14,52.4095654296718,-2.2695654296718004,50.22934,53.3232746031746,52.340458
51.1,51.14873714954333,-0.04873714954332797,53.365376,49.903874708994685,51.525993
63.88,61.45151002930979,2.428489970690215,58.752426,62.06283841269844,61.871143
63.48,62.468049479171555,1.0119505208284423,60.17189,61.76219574074075,64.016426
58.04,59.22860110992107,-1.1886011099210734,60.40631,58.86178462962965,59.142754
42.28,41.299448682900916,0.9805513170990849,44.40735,40.74643130952382,40.6696
58.12,53.23909328090505,4.880906719094945,48.658485,53.77620769841268,54.437527
82.17,80.63327886227196,1.536721137728037,72.84483,80.94884811688317,83.25184
62.39,59.35120880087193,3.0387911991280703,55.275726,60.011382539682536,60.24033
54.09,53.23354899357004,0.856451006429964,51.872936,53.83299369047621,53.162018
65.07,63.07122307712022,1.9987769228797703,58.37163,64.08518595238104,63.850925
65.6,63.3312205299085,2.268779470091495,57.732506,63.89176764550263,64.88927
53.09,54.250324237666945,-1.1603242376669414,58.094383,53.62935455026455,53.410023
29.59,32.63127599869838,-3.041275998698378,40.916855,30.78943718253968,31.309278
73.39,72.5047596390205,0.8852403609794948,65.7108,73.58223883597879,74.00935
31.9,33.34709894407139,-1.4470989440713922,44.27622,31.12685420634921,31.39997
57.67,53.61265761606758,4.057342383932422,53.330605,53.56111174603173,53.76869
58.51,55.89341982949791,2.6165801705020897,55.56703,55.989895675805684,55.92225
63.23,61.263739946600865,1.9662600533991323,58.981316,61.82589825396825,61.57467
39.93,42.02050280678914,-2.0905028067891394,46.99415,41.0796162037037,41.06685
70.37,69.36989080135712,1.000109198642889,65.17728,69.48088359584862,70.836716
23.42,27.692211005911382,-4.27221100591138,39.02807,26.358445134680128,24.730808
62.85,60.48332816189486,2.366671838105141,58.554623,60.58054226190472,61.11325
67.47,66.23821212848584,1.2317878715141575,63.008156,67.30915272486769,66.41061
69.75,69.47581401829254,0.2741859817074612,64.61956,70.53891739417992,70.2666
76.41,74.43889480725542,1.9711051927445737,64.2875,76.46558494709001,76.28203
28.84,30.482114948810977,-1.6421149488109776,38.685295,29.08337096560847,28.760452
60.13,57.71319788289621,2.416802117103792,56.93821,57.52235952380955,58.189735
78.5,76.09389416207813,2.4061058379218707,70.625374,76.15621116402123,78.08724
45.3,44.354183955632095,0.945816044367902,44.910423,44.73860435545936,43.771675
66.68,66.7232757147104,-0.043275714710389934,64.5189,66.83849149470898,67.43924
47.54,48.07918119620862,-0.5391811962086237,51.354694,46.90664056878309,47.988453
60.01,65.79464075473538,-5.784640754735385,66.808105,66.06402656084653,65.1522
46.02,43.01661585781814,3.003384142181865,47.153976,42.454338280423286,42.009117
53.83,55.25566851339865,-1.425668513398655,51.36123,56.34462169312165,55.66009
67.67,67.1153411790526,0.5546588209473953,62.453964,67.88737069504565,68.115814
55.29,53.371796690327855,1.918203309672144,54.73701,52.89502785714289,53.32238
59.11,62.52904365096738,-3.4190436509673816,59.886032,62.49268728835981,63.557056
51.87,54.98420553407702,-3.1142055340770227,55.284744,55.13149137566136,54.72819
56.17,57.06029213836674,-0.890292138366739,52.561195,57.416883388648394,58.40355
31.55,35.22656022224016,-3.676560222240159,43.983788,33.84085349206348,33.284134
70.19,71.82416875800445,-1.6341687580044493,63.593967,72.5192115608466,74.23986
44.62,45.26213200657065,-0.6421320065706553,46.28193,44.98972024531027,45.14385
46.56,48.47842111177367,-1.918421111773668,49.83111,47.7330083333333,48.694786
53.13,56.158719447275615,-3.0287194472756127,52.708153,57.28709502645501,56.35812
70.89,66.40473752379208,4.485262476207922,63.084282,67.97918617724868,66.12176
48.49,52.855994138414246,-4.365994138414244,47.00953,54.87226152116403,53.09238
36.86,40.811868206567205,-3.9518682065672053,45.203857,39.96001123015872,39.990158
40.58,43.754041495276226,-3.174041495276228,47.925034,42.7549192063492,43.15845
66.24,62.6742159963608,3.5657840036391946,55.610855,63.32847510582012,64.69129
62.42,60.98134430919678,1.4386556908032233,62.0303,60.22842861111112,61.319077
71.94,70.6951667313666,1.2448332686333998,68.70972,72.10022965608465,70.07539
44.44,43.81174350786976,0.6282564921302409,47.161476,43.87999332010582,42.4873
41.98,41.115857477134895,0.8641425228651016,42.207607,40.682843042328045,41.12663
34.31,36.86562884919823,-2.5556288491982286,42.520866,35.11923669312169,36.438793
59.17,56.65976144048268,2.510238559517319,56.615273,56.41301936507933,56.916264
46.41,45.76724003734805,0.6427599626519438,51.307365,45.114665767195774,44.320633
74.6,72.19416653710053,2.4058334628994658,63.494217,74.23617038359785,73.47727
64.11,64.73101588302771,-0.6210158830277095,61.61814,65.25316494227991,65.39273
54.09,55.7048292884582,-1.6148292884581963,54.850388,56.19705374338626,55.547386
35.89,39.66236097563805,-3.772360975638051,44.483604,39.284516814574296,38.218765
62.37,64.52022889682408,-2.150228896824082,62.06607,64.9685180952381,65.00632
25.39,29.731527206268197,-4.341527206268196,39.82083,28.12525470899472,27.503143
42.89,44.1516596720434,-1.2616596720434003,45.336143,43.87085263227514,43.97968
44.57,44.48673155847957,0.08326844152043122,45.214226,44.29185339947086,44.402885
52.1,53.83090705884074,-1.7309070588407351,55.61032,53.530168303270806,53.45485
57.32,54.10641478668271,3.2135852133172875,54.344917,54.553483399470906,53.582363
34.09,36.48717532508121,-2.397175325081207,46.138123,35.035045489417996,34.273632
28.14,31.064946635971737,-2.924946635971736,41.116962,29.370167367724868,28.93658
35.81,37.78070935791655,-1.9707093579165473,41.848785,37.30790072751322,36.712284
68.64,65.55780032538378,3.08219967461622,64.07792,64.9101861640212,66.743
42.54,44.915257633049535,-2.375257633049536,51.55494,43.41466919312167,43.8798
53.6,50.02415498957624,3.5758450104237625,52.739006,48.90926873015873,50.087975
64.72,60.504708875192875,4.215291124807123,52.867218,61.4568613888889,62.44792
60.2,59.86197855004697,0.3380214499530325,60.07824,59.291065649350614,60.335587
59.73,59.52127173464914,0.20872826535085665,59.01958,59.65317396825399,59.581516
28.22,32.829942911540826,-4.609942911540827,39.93094,31.455189060846575,31.498932
28.83,30.49152320047613,-1.6615232004761324,41.190235,29.06789625661375,27.856752
68.21,68.60217184762449,-0.3921718476244962,62.248108,69.20733416666661,70.40056
39.5,46.157354541111076,-6.657354541111076,51.52957,45.1755366931217,45.093784
62.2,61.55397753592145,0.6460224640785555,53.903725,63.60554706349205,62.433533
27.27,31.958337931239416,-4.688337931239417,41.661453,29.68249379629629,30.525711
70.38,67.37768488699312,3.0023151130068726,62.493202,68.54052775853775,68.082146
76.02,74.78586153577062,1.2341384642293747,67.69835,75.97536636604137,76.29184
49.11,46.603319370254624,2.506680629745375,48.739616,46.59490933621936,45.809128
48.92,52.85113288903712,-3.9311328890371158,55.82997,52.396517491582486,52.17413
54.79,55.65204809482049,-0.8620480948204943,56.2629,55.98232707671957,55.101646
60.15,53.467683787102644,6.682316212897355,52.52451,53.7005161772487,53.595654
50.84,53.15941129240375,-2.3194112924037498,56.092392,53.43480238095242,51.790188
69.76,67.26060414970645,2.4993958502935527,55.318245,69.71996937830689,69.35591
47.64,48.09593144399716,-0.4559314439971587,50.759315,47.74281923280422,47.438763
38.52,44.61090518742989,-6.09090518742989,51.792904,43.80308952380952,42.6985
40.57,44.211718241213376,-3.6417182412133755,44.639404,44.59938027777777,43.674343
65.89,60.774732047144454,5.115267952855547,55.46788,61.64176091149588,61.925312
63.29,62.48544649501642,0.8045535049835806,60.64072,63.292290378787875,62.394188
76.6,73.70675760346933,2.893242396530667,64.09059,75.8298331661857,75.255196
88.24,82.15492715431209,6.085072845687904,70.54529,83.42923034391532,85.27695
69.24,66.36618960516951,2.8738103948304854,60.01414,67.7279403968254,67.42854
55.51,52.90284067325103,2.6071593267489703,50.432682,53.025243505291016,53.711643
80.62,78.38854905388811,2.2314509461118917,66.45518,80.88480265873018,80.44463
40.77,42.900090876367884,-2.1300908763678805,46.73338,42.280795357142864,42.06221
28.88,32.31772259203388,-3.4377225920338823,43.379196,30.080435436507972,30.337444
39.03,39.30185392053292,-0.27185392053291935,42.68061,38.6185134126984,38.69693
28.56,30.401027700344997,-1.8410277003449984,39.06262,28.739492724867734,28.76258
61.11,60.03424374467634,1.075756255323661,56.566917,61.02314817460318,60.375477
58.71,59.79638054114676,-1.0863805411467595,60.565174,59.13779936507936,60.147663
63.59,65.4527702780945,-1.8627702780945015,59.56156,66.31881153439147,66.823784
53.3,53.49500323325299,-0.19500323325299007,51.76463,53.86901595238092,53.781433
64.0,59.79883094945849,4.201169050541509,57.76333,59.76679005291011,60.59448
36.65,38.44522348418295,-1.795223484182948,45.920708,36.39864037037039,37.626465
47.64,49.98883229334584,-2.3488322933458363,49.382183,49.89164304232806,50.311134
39.77,40.70479109235752,-0.9347910923575142,45.959442,40.10438809523808,39.314705
52.5,52.452930651991835,0.04706934800816498,53.824215,52.55310134920634,51.840546
49.64,53.35381871917741,-3.713818719177411,56.88156,53.545205068542586,51.84285
56.98,56.68362983196498,0.29637016803501837,55.362988,57.8253369047619,56.0701
62.83,66.24988892742533,-3.4198889274253332,58.239044,67.79665539682534,67.75546
40.34,40.261215216532634,0.07878478346736983,43.30297,39.8817868783069,39.48751
24.36,29.079835901462875,-4.719835901462876,38.539196,28.044696038961035,26.533007
42.7,42.321230425695326,0.37876957430467684,52.7585,40.84370911375659,39.837032
49.73,48.15096008784319,1.5790399121568086,52.62697,47.229962936507924,47.364883
60.2,59.823690286232036,0.3763097137679665,56.07371,61.362655532708025,59.73652
76.68,70.73011152508882,5.949888474911191,59.671116,72.84294677248675,72.83041
63.5,59.36490127025129,4.135098729748712,57.4271,60.20884977873976,59.272537
55.36,55.35152869989934,0.008471300100659107,56.00803,54.802766878306926,55.63826
56.66,52.432061367017184,4.227938632982813,56.488544,51.61800978835979,51.69962
57.83,56.69950193954868,1.1304980604513162,55.30256,56.357809761904754,57.55624
61.65,61.50927558256941,0.14072441743059017,58.242683,62.54400067460318,61.730587
63.39,59.195416585357634,4.194583414642366,58.61893,59.52876349326601,59.087982
51.43,54.12425135372837,-2.6942513537283688,51.025608,54.75797281746031,54.67219
75.47,69.99413497740467,5.475865022595329,61.133514,70.57189498677249,72.76058
38.58,40.54932407989804,-1.969324079898044,45.430237,38.842613677248686,40.374752
41.07,45.28413778680071,-4.214137786800713,50.369713,43.787544047619065,44.8285
54.2,57.65283067929688,-3.4528306792968806,52.99269,59.409391666666686,57.696037
63.75,59.80291668162701,3.9470833183729894,52.50023,61.71398845238093,60.688473
36.38,44.84687260773727,-8.466872607737265,51.788483,44.404599497354475,42.66951
67.87,65.40038616022693,2.469613839773075,63.27012,65.25681748677249,66.34001
45.85,47.82916592502258,-1.9791659250225777,46.697605,48.31200173280429,47.78493
80.6,77.04233522647554,3.5576647735244507,67.0219,79.1821403835979,78.72635
37.13,36.65565307878016,0.47434692121984057,43.914017,35.602976349206344,34.95253
70.41,68.55976588176385,1.8502341182361448,58.98255,69.55949596560846,71.18527
55.64,52.76267657178397,2.8773234282160303,52.164833,52.81980797619048,52.931698
73.42,69.97788520902927,3.4421147909707344,62.606945,71.18870316137568,71.5696
73.17,70.42047033443077,2.749529665569227,58.894886,72.51853551587295,72.710365
48.73,47.736948963105405,0.9930510368945917,48.235046,47.46294596560845,47.816154
40.91,46.634037180719986,-5.724037180719989,51.142532,46.08638775132276,45.472927
61.64,59.05276827890286,2.5872317210971403,55.8078,58.95166017195764,60.369797
53.57,53.62727129621027,-0.05727129621026705,53.369453,53.56367458282457,53.78591
26.88,29.796233174278385,-2.9162331742783856,37.456505,28.07948323713324,28.587526
